base_year_month,sex,age_range,time_range,residence_population_count
201801,남성,10세 미만,1-2시,2088640.98
201801,남성,10세 미만,11-12시,1656660.14
201801,남성,10세 미만,13-14시,1539213.93
201801,남성,10세 미만,15-16시,1457142.69
201801,남성,10세 미만,17-18시,1444125.97
201801,남성,10세 미만,19-20시,1487650.79
201801,남성,10세 미만,21-22시,1562485.02
201801,남성,10세 미만,23-24시,1872202.86
201801,남성,10세 미만,3-4시,2085570.85
201801,남성,10세 미만,5-6시,2085118.04
201801,남성,10세 미만,7-8시,2020693.66
201801,남성,10세 미만,9-10시,1800275.31
201801,남성,19세 이하,1-2시,2467836.38
201801,남성,19세 이하,11-12시,1971936.32
201801,남성,19세 이하,13-14시,1838115.92
201801,남성,19세 이하,15-16시,1745298.84
201801,남성,19세 이하,17-18시,1731531.21
201801,남성,19세 이하,19-20시,1781712.08
201801,남성,19세 이하,21-22시,1866873.18
201801,남성,19세 이하,23-24시,2220965.38
201801,남성,19세 이하,3-4시,2464027.0
201801,남성,19세 이하,5-6시,2463480.29
201801,남성,19세 이하,7-8시,2388696.86
201801,남성,19세 이하,9-10시,2135454.14
201801,남성,29세 이하,1-2시,1893058.93
201801,남성,29세 이하,11-12시,1317038.76
201801,남성,29세 이하,13-14시,1227837.25
201801,남성,29세 이하,15-16시,1175643.08
201801,남성,29세 이하,17-18시,1205791.37
201801,남성,29세 이하,19-20시,1316493.42
201801,남성,29세 이하,21-22시,1408633.23
201801,남성,29세 이하,23-24시,1688230.22
201801,남성,29세 이하,3-4시,1922591.44
201801,남성,29세 이하,5-6시,1924261.35
201801,남성,29세 이하,7-8시,1788365.86
201801,남성,29세 이하,9-10시,1458564.98
201801,남성,39세 이하,1-2시,2469451.26
201801,남성,39세 이하,11-12시,1418232.42
201801,남성,39세 이하,13-14시,1310527.71
201801,남성,39세 이하,15-16시,1279463.09
201801,남성,39세 이하,17-18시,1383196.09
201801,남성,39세 이하,19-20시,1627789.6
201801,남성,39세 이하,21-22시,1803123.98
201801,남성,39세 이하,23-24시,2191332.84
201801,남성,39세 이하,3-4시,2484943.61
201801,남성,39세 이하,5-6시,2461925.29
201801,남성,39세 이하,7-8시,2203154.36
201801,남성,39세 이하,9-10시,1642319.89
201801,남성,49세 이하,1-2시,3763437.4
201801,남성,49세 이하,11-12시,2111197.73
201801,남성,49세 이하,13-14시,1968608.24
201801,남성,49세 이하,15-16시,1944145.57
201801,남성,49세 이하,17-18시,2134874.36
201801,남성,49세 이하,19-20시,2494314.66
201801,남성,49세 이하,21-22시,2745031.4
201801,남성,49세 이하,23-24시,3330130.01
201801,남성,49세 이하,3-4시,3779366.56
201801,남성,49세 이하,5-6시,3736719.44
201801,남성,49세 이하,7-8시,3285278.26
201801,남성,49세 이하,9-10시,2442400.78
201801,남성,59세 이하,1-2시,3765946.66
201801,남성,59세 이하,11-12시,2144047.72
201801,남성,59세 이하,13-14시,2020621.73
201801,남성,59세 이하,15-16시,1997094.97
201801,남성,59세 이하,17-18시,2199917.69
201801,남성,59세 이하,19-20시,2522890.8
201801,남성,59세 이하,21-22시,2763742.26
201801,남성,59세 이하,23-24시,3338987.81
201801,남성,59세 이하,3-4시,3773730.41
201801,남성,59세 이하,5-6시,3719549.01
201801,남성,59세 이하,7-8시,3229425.61
201801,남성,59세 이하,9-10시,2480069.32
201801,남성,69세 이하,1-2시,2124107.53
201801,남성,69세 이하,11-12시,1338324.67
201801,남성,69세 이하,13-14시,1272117.21
201801,남성,69세 이하,15-16시,1257475.09
201801,남성,69세 이하,17-18시,1359760.69
201801,남성,69세 이하,19-20시,1487818.22
201801,남성,69세 이하,21-22시,1598669.61
201801,남성,69세 이하,23-24시,1890415.99
201801,남성,69세 이하,3-4시,2119333.32
201801,남성,69세 이하,5-6시,2081597.8
201801,남성,69세 이하,7-8시,1872433.74
201801,남성,69세 이하,9-10시,1543587.01
201801,남성,70세 이상,1-2시,1380354.15
201801,남성,70세 이상,11-12시,971948.62
201801,남성,70세 이상,13-14시,922952.91
201801,남성,70세 이상,15-16시,914949.87
201801,남성,70세 이상,17-18시,962886.84
201801,남성,70세 이상,19-20시,1017298.65
201801,남성,70세 이상,21-22시,1054561.18
201801,남성,70세 이상,23-24시,1227296.19
201801,남성,70세 이상,3-4시,1369642.04
201801,남성,70세 이상,5-6시,1350529.39
201801,남성,70세 이상,7-8시,1282926.02
201801,남성,70세 이상,9-10시,1114956.97
201801,여성,10세 미만,1-2시,2100730.76
201801,여성,10세 미만,11-12시,1697835.01
201801,여성,10세 미만,13-14시,1563876.71
201801,여성,10세 미만,15-16시,1465040.17
201801,여성,10세 미만,17-18시,1433301.49
201801,여성,10세 미만,19-20시,1471333.6
201801,여성,10세 미만,21-22시,1547996.14
201801,여성,10세 미만,23-24시,1875319.05
201801,여성,10세 미만,3-4시,2095102.77
201801,여성,10세 미만,5-6시,2091516.21
201801,여성,10세 미만,7-8시,2045135.94
201801,여성,10세 미만,9-10시,1845115.87
201801,여성,19세 이하,1-2시,2324018.43
201801,여성,19세 이하,11-12시,1886410.76
201801,여성,19세 이하,13-14시,1743694.08
201801,여성,19세 이하,15-16시,1640035.32
201801,여성,19세 이하,17-18시,1608009.41
201801,여성,19세 이하,19-20시,1649370.77
201801,여성,19세 이하,21-22시,1731193.61
201801,여성,19세 이하,23-24시,2082692.53
201801,여성,19세 이하,3-4시,2317581.91
201801,여성,19세 이하,5-6시,2313796.08
201801,여성,19세 이하,7-8시,2263544.21
201801,여성,19세 이하,9-10시,2046063.0
201801,여성,29세 이하,1-2시,1878909.01
201801,여성,29세 이하,11-12시,1262912.08
201801,여성,29세 이하,13-14시,1141823.13
201801,여성,29세 이하,15-16시,1075309.97
201801,여성,29세 이하,17-18시,1095093.49
201801,여성,29세 이하,19-20시,1217121.27
201801,여성,29세 이하,21-22시,1349892.27
201801,여성,29세 이하,23-24시,1671169.17
201801,여성,29세 이하,3-4시,1886944.26
201801,여성,29세 이하,5-6시,1876462.58
201801,여성,29세 이하,7-8시,1766949.04
201801,여성,29세 이하,9-10시,1432578.87
201801,여성,39세 이하,1-2시,2616090.14
201801,여성,39세 이하,11-12시,1711543.25
201801,여성,39세 이하,13-14시,1563854.3
201801,여성,39세 이하,15-16시,1519666.47
201801,여성,39세 이하,17-18시,1627517.43
201801,여성,39세 이하,19-20시,1830437.87
201801,여성,39세 이하,21-22시,1978534.23
201801,여성,39세 이하,23-24시,2349938.64
201801,여성,39세 이하,3-4시,2611005.35
201801,여성,39세 이하,5-6시,2596533.58
201801,여성,39세 이하,7-8시,2477073.56
201801,여성,39세 이하,9-10시,1996018.75
201801,여성,49세 이하,1-2시,3776776.44
201801,여성,49세 이하,11-12시,2373694.41
201801,여성,49세 이하,13-14시,2174294.04
201801,여성,49세 이하,15-16시,2112983.5
201801,여성,49세 이하,17-18시,2276103.5
201801,여성,49세 이하,19-20시,2574811.68
201801,여성,49세 이하,21-22시,2786664.95
201801,여성,49세 이하,23-24시,3359732.29
201801,여성,49세 이하,3-4시,3774840.09
201801,여성,49세 이하,5-6시,3748506.99
201801,여성,49세 이하,7-8시,3525502.66
201801,여성,49세 이하,9-10시,2789794.93
201801,여성,59세 이하,1-2시,3400971.83
201801,여성,59세 이하,11-12시,2158579.9
201801,여성,59세 이하,13-14시,1987813.38
201801,여성,59세 이하,15-16시,1943718.48
201801,여성,59세 이하,17-18시,2108927.82
201801,여성,59세 이하,19-20시,2320738.7
201801,여성,59세 이하,21-22시,2510633.06
201801,여성,59세 이하,23-24시,3024615.81
201801,여성,59세 이하,3-4시,3392232.77
201801,여성,59세 이하,5-6시,3354097.33
201801,여성,59세 이하,7-8시,3092663.8
201801,여성,59세 이하,9-10시,2516541.79
201801,여성,69세 이하,1-2시,2008288.36
201801,여성,69세 이하,11-12시,1373589.78
201801,여성,69세 이하,13-14시,1279625.37
201801,여성,69세 이하,15-16시,1262037.67
201801,여성,69세 이하,17-18시,1355987.17
201801,여성,69세 이하,19-20시,1443527.52
201801,여성,69세 이하,21-22시,1522016.56
201801,여성,69세 이하,23-24시,1791779.21
201801,여성,69세 이하,3-4시,1999986.05
201801,여성,69세 이하,5-6시,1973932.79
201801,여성,69세 이하,7-8시,1830897.04
201801,여성,69세 이하,9-10시,1580184.2
201801,여성,70세 이상,1-2시,1974379.31
201801,여성,70세 이상,11-12시,1478727.73
201801,여성,70세 이상,13-14시,1387881.0
201801,여성,70세 이상,15-16시,1369071.33
201801,여성,70세 이상,17-18시,1437680.45
201801,여성,70세 이상,19-20시,1513526.12
201801,여성,70세 이상,21-22시,1553505.86
201801,여성,70세 이상,23-24시,1777348.09
201801,여성,70세 이상,3-4시,1968388.97
201801,여성,70세 이상,5-6시,1945983.59
201801,여성,70세 이상,7-8시,1847761.87
201801,여성,70세 이상,9-10시,1657518.67
201802,남성,10세 미만,1-2시,1922895.23
201802,남성,10세 미만,11-12시,1623742.92
201802,남성,10세 미만,13-14시,1485391.5
201802,남성,10세 미만,15-16시,1381081.28
201802,남성,10세 미만,17-18시,1340121.36
201802,남성,10세 미만,19-20시,1363775.97
201802,남성,10세 미만,21-22시,1430302.83
201802,남성,10세 미만,23-24시,1710652.23
201802,남성,10세 미만,3-4시,1927866.48
201802,남성,10세 미만,5-6시,1930449.17
201802,남성,10세 미만,7-8시,1899250.36
201802,남성,10세 미만,9-10시,1766731.63
201802,남성,19세 이하,1-2시,2267234.36
201802,남성,19세 이하,11-12시,1922434.08
201802,남성,19세 이하,13-14시,1765155.38
201802,남성,19세 이하,15-16시,1647161.82
201802,남성,19세 이하,17-18시,1601221.0
201802,남성,19세 이하,19-20시,1627355.15
201802,남성,19세 이하,21-22시,1703658.69
201802,남성,19세 이하,23-24시,2024150.97
201802,남성,19세 이하,3-4시,2272960.73
201802,남성,19세 이하,5-6시,2276230.29
201802,남성,19세 이하,7-8시,2239890.9
201802,남성,19세 이하,9-10시,2086345.69
201802,남성,29세 이하,1-2시,1736233.76
201802,남성,29세 이하,11-12시,1233220.13
201802,남성,29세 이하,13-14시,1143110.72
201802,남성,29세 이하,15-16시,1093131.09
201802,남성,29세 이하,17-18시,1115620.88
201802,남성,29세 이하,19-20시,1207462.69
201802,남성,29세 이하,21-22시,1285090.96
201802,남성,29세 이하,23-24시,1533619.58
201802,남성,29세 이하,3-4시,1773315.35
201802,남성,29세 이하,5-6시,1779851.92
201802,남성,29세 이하,7-8시,1662023.09
201802,남성,29세 이하,9-10시,1366698.89
201802,남성,39세 이하,1-2시,2179634.92
201802,남성,39세 이하,11-12시,1275445.98
201802,남성,39세 이하,13-14시,1172266.3
201802,남성,39세 이하,15-16시,1144934.15
201802,남성,39세 이하,17-18시,1229426.88
201802,남성,39세 이하,19-20시,1428283.29
201802,남성,39세 이하,21-22시,1582031.49
201802,남성,39세 이하,23-24시,1921955.2
201802,남성,39세 이하,3-4시,2203823.33
201802,남성,39세 이하,5-6시,2187982.73
201802,남성,39세 이하,7-8시,1965701.78
201802,남성,39세 이하,9-10시,1479810.73
201802,남성,49세 이하,1-2시,3341842.2
201802,남성,49세 이하,11-12시,1913496.19
201802,남성,49세 이하,13-14시,1777330.42
201802,남성,49세 이하,15-16시,1755807.77
201802,남성,49세 이하,17-18시,1907090.8
201802,남성,49세 이하,19-20시,2204145.91
201802,남성,49세 이하,21-22시,2423970.56
201802,남성,49세 이하,23-24시,2941207.43
201802,남성,49세 이하,3-4시,3370687.66
201802,남성,49세 이하,5-6시,3337243.23
201802,남성,49세 이하,7-8시,2946096.34
201802,남성,49세 이하,9-10시,2215578.31
201802,남성,59세 이하,1-2시,3371934.21
201802,남성,59세 이하,11-12시,1961513.61
201802,남성,59세 이하,13-14시,1841362.85
201802,남성,59세 이하,15-16시,1819769.08
201802,남성,59세 이하,17-18시,1975738.45
201802,남성,59세 이하,19-20시,2248550.05
201802,남성,59세 이하,21-22시,2469754.8
201802,남성,59세 이하,23-24시,2980173.23
201802,남성,59세 이하,3-4시,3395549.42
201802,남성,59세 이하,5-6시,3351528.77
201802,남성,59세 이하,7-8시,2935978.63
201802,남성,59세 이하,9-10시,2266689.56
201802,남성,69세 이하,1-2시,1904824.98
201802,남성,69세 이하,11-12시,1215511.49
201802,남성,69세 이하,13-14시,1154742.79
201802,남성,69세 이하,15-16시,1141026.57
201802,남성,69세 이하,17-18시,1227044.87
201802,남성,69세 이하,19-20시,1339274.54
201802,남성,69세 이하,21-22시,1438333.15
201802,남성,69세 이하,23-24시,1694392.13
201802,남성,69세 이하,3-4시,1910608.13
201802,남성,69세 이하,5-6시,1880493.26
201802,남성,69세 이하,7-8시,1702644.0
201802,남성,69세 이하,9-10시,1398157.97
201802,남성,70세 이상,1-2시,1236213.39
201802,남성,70세 이상,11-12시,875569.57
201802,남성,70세 이상,13-14시,833095.46
201802,남성,70세 이상,15-16시,823709.32
201802,남성,70세 이상,17-18시,867080.93
201802,남성,70세 이상,19-20시,914603.81
201802,남성,70세 이상,21-22시,947952.13
201802,남성,70세 이상,23-24시,1101886.85
201802,남성,70세 이상,3-4시,1233666.84
201802,남성,70세 이상,5-6시,1217965.16
201802,남성,70세 이상,7-8시,1155326.74
201802,남성,70세 이상,9-10시,999783.54
201802,여성,10세 미만,1-2시,1926709.35
201802,여성,10세 미만,11-12시,1635537.13
201802,여성,10세 미만,13-14시,1484743.64
201802,여성,10세 미만,15-16시,1365329.14
201802,여성,10세 미만,17-18시,1320853.04
201802,여성,10세 미만,19-20시,1343971.59
201802,여성,10세 미만,21-22시,1412367.84
201802,여성,10세 미만,23-24시,1707688.16
201802,여성,10세 미만,3-4시,1927964.41
201802,여성,10세 미만,5-6시,1926178.06
201802,여성,10세 미만,7-8시,1900551.84
201802,여성,10세 미만,9-10시,1782904.11
201802,여성,19세 이하,1-2시,2128699.94
201802,여성,19세 이하,11-12시,1813315.84
201802,여성,19세 이하,13-14시,1652559.24
201802,여성,19세 이하,15-16시,1524927.19
201802,여성,19세 이하,17-18시,1478689.8
201802,여성,19세 이하,19-20시,1504070.3
201802,여성,19세 이하,21-22시,1577726.57
201802,여성,19세 이하,23-24시,1894459.96
201802,여성,19세 이하,3-4시,2129855.97
201802,여성,19세 이하,5-6시,2128026.74
201802,여성,19세 이하,7-8시,2099766.2
201802,여성,19세 이하,9-10시,1971674.85
201802,여성,29세 이하,1-2시,1745633.39
201802,여성,29세 이하,11-12시,1196698.72
201802,여성,29세 이하,13-14시,1070228.03
201802,여성,29세 이하,15-16시,1006720.94
201802,여성,29세 이하,17-18시,1019048.62
201802,여성,29세 이하,19-20시,1117437.48
201802,여성,29세 이하,21-22시,1236071.1
201802,여성,29세 이하,23-24시,1533550.38
201802,여성,29세 이하,3-4시,1761880.03
201802,여성,29세 이하,5-6시,1754184.88
201802,여성,29세 이하,7-8시,1660869.15
201802,여성,29세 이하,9-10시,1361383.15
201802,여성,39세 이하,1-2시,2304609.82
201802,여성,39세 이하,11-12시,1520169.65
201802,여성,39세 이하,13-14시,1380189.7
201802,여성,39세 이하,15-16시,1337663.64
201802,여성,39세 이하,17-18시,1424001.51
201802,여성,39세 이하,19-20시,1591279.0
201802,여성,39세 이하,21-22시,1726136.16
201802,여성,39세 이하,23-24시,2056801.26
201802,여성,39세 이하,3-4시,2308503.35
201802,여성,39세 이하,5-6시,2296803.65
201802,여성,39세 이하,7-8시,2194757.96
201802,여성,39세 이하,9-10시,1784462.6
201802,여성,49세 이하,1-2시,3359848.25
201802,여성,49세 이하,11-12시,2142916.79
201802,여성,49세 이하,13-14시,1953972.65
201802,여성,49세 이하,15-16시,1890652.5
201802,여성,49세 이하,17-18시,2018187.26
201802,여성,49세 이하,19-20시,2270964.69
201802,여성,49세 이하,21-22시,2464576.42
201802,여성,49세 이하,23-24시,2976026.32
201802,여성,49세 이하,3-4시,3369615.11
201802,여성,49세 이하,5-6시,3352670.83
201802,여성,49세 이하,7-8시,3169214.54
201802,여성,49세 이하,9-10시,2527487.58
201802,여성,59세 이하,1-2시,3063820.79
201802,여성,59세 이하,11-12시,1972622.8
201802,여성,59세 이하,13-14시,1820134.92
201802,여성,59세 이하,15-16시,1775551.75
201802,여성,59세 이하,17-18시,1906982.1
201802,여성,59세 이하,19-20시,2091333.12
201802,여성,59세 이하,21-22시,2266983.88
201802,여성,59세 이하,23-24시,2721718.13
201802,여성,59세 이하,3-4시,3069843.72
201802,여성,59세 이하,5-6시,3041641.93
201802,여성,59세 이하,7-8시,2822681.63
201802,여성,59세 이하,9-10시,2301995.01
201802,여성,69세 이하,1-2시,1805771.03
201802,여성,69세 이하,11-12시,1252900.39
201802,여성,69세 이하,13-14시,1174128.8
201802,여성,69세 이하,15-16시,1154308.37
201802,여성,69세 이하,17-18시,1229492.15
201802,여성,69세 이하,19-20시,1307398.26
201802,여성,69세 이하,21-22시,1377301.75
201802,여성,69세 이하,23-24시,1610422.42
201802,여성,69세 이하,3-4시,1807417.79
201802,여성,69세 이하,5-6시,1788412.02
201802,여성,69세 이하,7-8시,1670736.06
201802,여성,69세 이하,9-10시,1440942.0
201802,여성,70세 이상,1-2시,1786832.66
201802,여성,70세 이상,11-12시,1354790.78
201802,여성,70세 이상,13-14시,1276316.44
201802,여성,70세 이상,15-16시,1254642.64
201802,여성,70세 이상,17-18시,1310884.66
201802,여성,70세 이상,19-20시,1371264.75
201802,여성,70세 이상,21-22시,1408200.31
201802,여성,70세 이상,23-24시,1606413.63
201802,여성,70세 이상,3-4시,1787666.59
201802,여성,70세 이상,5-6시,1772208.41
201802,여성,70세 이상,7-8시,1692217.13
201802,여성,70세 이상,9-10시,1518944.72
201803,남성,10세 미만,1-2시,2068813.41
201803,남성,10세 미만,11-12시,1322980.52
201803,남성,10세 미만,13-14시,1241383.73
201803,남성,10세 미만,15-16시,1180723.19
201803,남성,10세 미만,17-18시,1200138.84
201803,남성,10세 미만,19-20시,1297034.3
201803,남성,10세 미만,21-22시,1404748.75
201803,남성,10세 미만,23-24시,1792796.17
201803,남성,10세 미만,3-4시,2072127.56
201803,남성,10세 미만,5-6시,2071964.06
201803,남성,10세 미만,7-8시,1862581.98
201803,남성,10세 미만,9-10시,1434922.36
201803,남성,19세 이하,1-2시,2434222.01
201803,남성,19세 이하,11-12시,1573666.62
201803,남성,19세 이하,13-14시,1480006.31
201803,남성,19세 이하,15-16시,1411467.09
201803,남성,19세 이하,17-18시,1439052.87
201803,남성,19세 이하,19-20시,1553275.73
201803,남성,19세 이하,21-22시,1676153.27
201803,남성,19세 이하,23-24시,2118896.57
201803,남성,19세 이하,3-4시,2437904.65
201803,남성,19세 이하,5-6시,2437598.63
201803,남성,19세 이하,7-8시,2196186.61
201803,남성,19세 이하,9-10시,1702957.42
201803,남성,29세 이하,1-2시,1862581.94
201803,남성,29세 이하,11-12시,1204326.46
201803,남성,29세 이하,13-14시,1105674.39
201803,남성,29세 이하,15-16시,1065990.18
201803,남성,29세 이하,17-18시,1117673.94
201803,남성,29세 이하,19-20시,1233376.8
201803,남성,29세 이하,21-22시,1326233.68
201803,남성,29세 이하,23-24시,1626703.1
201803,남성,29세 이하,3-4시,1899914.76
201803,남성,29세 이하,5-6시,1902548.26
201803,남성,29세 이하,7-8시,1748567.95
201803,남성,29세 이하,9-10시,1369356.53
201803,남성,39세 이하,1-2시,2468300.6
201803,남성,39세 이하,11-12시,1341564.92
201803,남성,39세 이하,13-14시,1235246.05
201803,남성,39세 이하,15-16시,1209030.03
201803,남성,39세 이하,17-18시,1318725.86
201803,남성,39세 이하,19-20시,1566328.98
201803,남성,39세 이하,21-22시,1746428.98
201803,남성,39세 이하,23-24시,2157339.52
201803,남성,39세 이하,3-4시,2490794.16
201803,남성,39세 이하,5-6시,2464862.55
201803,남성,39세 이하,7-8시,2165388.5
201803,남성,39세 이하,9-10시,1567379.52
201803,남성,49세 이하,1-2시,3761822.51
201803,남성,49세 이하,11-12시,1952200.58
201803,남성,49세 이하,13-14시,1827505.65
201803,남성,49세 이하,15-16시,1822253.13
201803,남성,49세 이하,17-18시,2023479.51
201803,남성,49세 이하,19-20시,2403161.39
201803,남성,49세 이하,21-22시,2661572.03
201803,남성,49세 이하,23-24시,3283063.72
201803,남성,49세 이하,3-4시,3788852.3
201803,남성,49세 이하,5-6시,3737536.57
201803,남성,49세 이하,7-8시,3179558.1
201803,남성,49세 이하,9-10시,2269384.66
201803,남성,59세 이하,1-2시,3756630.0
201803,남성,59세 이하,11-12시,1963580.67
201803,남성,59세 이하,13-14시,1862619.54
201803,남성,59세 이하,15-16시,1861477.88
201803,남성,59세 이하,17-18시,2071471.28
201803,남성,59세 이하,19-20시,2422646.41
201803,남성,59세 이하,21-22시,2688984.48
201803,남성,59세 이하,23-24시,3297171.0
201803,남성,59세 이하,3-4시,3778034.59
201803,남성,59세 이하,5-6시,3714531.45
201803,남성,59세 이하,7-8시,3104429.03
201803,남성,59세 이하,9-10시,2274815.06
201803,남성,69세 이하,1-2시,2108568.58
201803,남성,69세 이하,11-12시,1217421.15
201803,남성,69세 이하,13-14시,1171834.67
201803,남성,69세 이하,15-16시,1166593.41
201803,남성,69세 이하,17-18시,1281613.88
201803,남성,69세 이하,19-20시,1429228.52
201803,남성,69세 이하,21-22시,1557287.36
201803,남성,69세 이하,23-24시,1863962.83
201803,남성,69세 이하,3-4시,2111438.07
201803,남성,69세 이하,5-6시,2068580.46
201803,남성,69세 이하,7-8시,1797063.98
201803,남성,69세 이하,9-10시,1408406.48
201803,남성,70세 이상,1-2시,1353589.77
201803,남성,70세 이상,11-12시,877399.28
201803,남성,70세 이상,13-14시,843581.09
201803,남성,70세 이상,15-16시,845220.8
201803,남성,70세 이상,17-18시,899243.16
201803,남성,70세 이상,19-20시,962733.77
201803,남성,70세 이상,21-22시,1008242.57
201803,남성,70세 이상,23-24시,1192366.01
201803,남성,70세 이상,3-4시,1347537.23
201803,남성,70세 이상,5-6시,1325057.14
201803,남성,70세 이상,7-8시,1223199.81
201803,남성,70세 이상,9-10시,1010919.85
201803,여성,10세 미만,1-2시,2073763.14
201803,여성,10세 미만,11-12시,1299553.85
201803,여성,10세 미만,13-14시,1204820.89
201803,여성,10세 미만,15-16시,1133341.9
201803,여성,10세 미만,17-18시,1154058.07
201803,여성,10세 미만,19-20시,1264092.85
201803,여성,10세 미만,21-22시,1382486.36
201803,여성,10세 미만,23-24시,1786229.69
201803,여성,10세 미만,3-4시,2072509.22
201803,여성,10세 미만,5-6시,2068892.55
201803,여성,10세 미만,7-8시,1875753.92
201803,여성,10세 미만,9-10시,1422366.86
201803,여성,19세 이하,1-2시,2286132.84
201803,여성,19세 이하,11-12시,1442698.17
201803,여성,19세 이하,13-14시,1341238.99
201803,여성,19세 이하,15-16시,1265076.88
201803,여성,19세 이하,17-18시,1292696.06
201803,여성,19세 이하,19-20시,1418521.94
201803,여성,19세 이하,21-22시,1547302.26
201803,여성,19세 이하,23-24시,1979878.67
201803,여성,19세 이하,3-4시,2284481.58
201803,여성,19세 이하,5-6시,2280791.13
201803,여성,19세 이하,7-8시,2071580.24
201803,여성,19세 이하,9-10시,1576690.24
201803,여성,29세 이하,1-2시,1901687.98
201803,여성,29세 이하,11-12시,1178085.0
201803,여성,29세 이하,13-14시,1045909.47
201803,여성,29세 이하,15-16시,982303.54
201803,여성,29세 이하,17-18시,1015377.31
201803,여성,29세 이하,19-20시,1147955.06
201803,여성,29세 이하,21-22시,1297048.16
201803,여성,29세 이하,23-24시,1657700.34
201803,여성,29세 이하,3-4시,1915656.53
201803,여성,29세 이하,5-6시,1905439.39
201803,여성,29세 이하,7-8시,1774837.04
201803,여성,29세 이하,9-10시,1378458.74
201803,여성,39세 이하,1-2시,2641842.74
201803,여성,39세 이하,11-12시,1623123.23
201803,여성,39세 이하,13-14시,1469564.93
201803,여성,39세 이하,15-16시,1435225.89
201803,여성,39세 이하,17-18시,1552563.29
201803,여성,39세 이하,19-20시,1768230.88
201803,여성,39세 이하,21-22시,1931680.46
201803,여성,39세 이하,23-24시,2337492.06
201803,여성,39세 이하,3-4시,2644637.75
201803,여성,39세 이하,5-6시,2630916.83
201803,여성,39세 이하,7-8시,2492515.33
201803,여성,39세 이하,9-10시,1929618.19
201803,여성,49세 이하,1-2시,3802793.06
201803,여성,49세 이하,11-12시,2231106.25
201803,여성,49세 이하,13-14시,2038978.92
201803,여성,49세 이하,15-16시,1998349.44
201803,여성,49세 이하,17-18시,2169162.03
201803,여성,49세 이하,19-20시,2486903.11
201803,여성,49세 이하,21-22시,2715971.5
201803,여성,49세 이하,23-24시,3340487.51
201803,여성,49세 이하,3-4시,3809421.6
201803,여성,49세 이하,5-6시,3781371.09
201803,여성,49세 이하,7-8시,3494572.99
201803,여성,49세 이하,9-10시,2657166.04
201803,여성,59세 이하,1-2시,3423464.17
201803,여성,59세 이하,11-12시,2016468.84
201803,여성,59세 이하,13-14시,1857171.43
201803,여성,59세 이하,15-16시,1832133.92
201803,여성,59세 이하,17-18시,2012826.97
201803,여성,59세 이하,19-20시,2242686.67
201803,여성,59세 이하,21-22시,2457654.84
201803,여성,59세 이하,23-24시,3013434.56
201803,여성,59세 이하,3-4시,3427235.22
201803,여성,59세 이하,5-6시,3383229.51
201803,여성,59세 이하,7-8시,3056339.11
201803,여성,59세 이하,9-10시,2380311.05
201803,여성,69세 이하,1-2시,1995507.57
201803,여성,69세 이하,11-12시,1279384.42
201803,여성,69세 이하,13-14시,1197960.14
201803,여성,69세 이하,15-16시,1187387.29
201803,여성,69세 이하,17-18시,1288154.33
201803,여성,69세 이하,19-20시,1385338.24
201803,여성,69세 이하,21-22시,1477009.22
201803,여성,69세 이하,23-24시,1761513.79
201803,여성,69세 이하,3-4시,1993960.01
201803,여성,69세 이하,5-6시,1963772.82
201803,여성,69세 이하,7-8시,1800694.96
201803,여성,69세 이하,9-10시,1496480.74
201803,여성,70세 이상,1-2시,1958505.01
201803,여성,70세 이상,11-12시,1371886.27
201803,여성,70세 이상,13-14시,1293918.35
201803,여성,70세 이상,15-16시,1285707.55
201803,여성,70세 이상,17-18시,1362297.66
201803,여성,70세 이상,19-20시,1439348.04
201803,여성,70세 이상,21-22시,1491012.35
201803,여성,70세 이상,23-24시,1738759.83
201803,여성,70세 이상,3-4시,1955985.44
201803,여성,70세 이상,5-6시,1930672.48
201803,여성,70세 이상,7-8시,1811939.88
201803,여성,70세 이상,9-10시,1568557.49
201804,남성,10세 미만,1-2시,2070576.82
201804,남성,10세 미만,11-12시,1328154.68
201804,남성,10세 미만,13-14시,1253243.39
201804,남성,10세 미만,15-16시,1207488.33
201804,남성,10세 미만,17-18시,1223306.2
201804,남성,10세 미만,19-20시,1307224.14
201804,남성,10세 미만,21-22시,1412043.8
201804,남성,10세 미만,23-24시,1804034.57
201804,남성,10세 미만,3-4시,2077702.22
201804,남성,10세 미만,5-6시,2079590.95
201804,남성,10세 미만,7-8시,1873492.16
201804,남성,10세 미만,9-10시,1440513.88
201804,남성,19세 이하,1-2시,2425436.47
201804,남성,19세 이하,11-12시,1571579.21
201804,남성,19세 이하,13-14시,1485312.53
201804,남성,19세 이하,15-16시,1433883.61
201804,남성,19세 이하,17-18시,1456917.11
201804,남성,19세 이하,19-20시,1556219.04
201804,남성,19세 이하,21-22시,1675773.15
201804,남성,19세 이하,23-24시,2122226.42
201804,남성,19세 이하,3-4시,2433267.79
201804,남성,19세 이하,5-6시,2435613.76
201804,남성,19세 이하,7-8시,2198645.15
201804,남성,19세 이하,9-10시,1700844.68
201804,남성,29세 이하,1-2시,1891781.1
201804,남성,29세 이하,11-12시,1231414.99
201804,남성,29세 이하,13-14시,1141945.52
201804,남성,29세 이하,15-16시,1100912.99
201804,남성,29세 이하,17-18시,1152241.59
201804,남성,29세 이하,19-20시,1272467.48
201804,남성,29세 이하,21-22시,1366807.57
201804,남성,29세 이하,23-24시,1664916.34
